Company,Symbol,Managers,Offer Date,Offer Price,1st Day Close,Current Price,Return
Superior Offshore International,DEEP,Merrill Lynch/JPMorgan,4-19-07,$15.00,$17.54,$18.00,16.93%
Cinemark Holdings,CNK,Lehman Brothers/Credit Suisse/Merrill Lynch/Morgan Stanley,4-23-07,$19.00,$18.91,$19.00,-0.47%
Victory Acquisition,VRY-U,Citigroup,4-24-07,$10.00,$10.35,$10.25,3.50%
OceanFrieght,ONCF,Banc of America/Canter Fitzgerald,4-24-07,$19.00,$19.31,$19.00,1.63%
EDENOR,EDN,Citigroup/JPMorgan,4-25-07,$17.00,$17.65,$17.50,3.82%
Vector Intersect Security Acquisition,VTRQU,Rodman & Renshaw,4-25-07,$8.00,$7.92,$7.90,-1.00%
Orexigen Therapeutics,OREX,Merrill Lynch/JPMorgan,4-25-07,$12.00,$13.00,$12.50,8.33%
Pharmasset,VRUS,Banc of America/UBS Investment Bank,4-26-07,$9.00,$9.07,$9.00,0.78%
Cavium Networks,CAVM,Morgan Stanley/Lehman Brothers,5-1-07,$13.50,$16.45,$16.50,21.85%
NeurogesX,NGSX,Morgan Stanley,5-1-07,$11.00,$10.25,$10.99,-6.82%
Qiao Xing-Mobile Communication,QXM,UBS Investment Bank,5-2-07,$12.00,$11.31,$12.00,-5.75%
Acorn International,ATV,Merrill Lynch/Deutsche Bank,5-2-07,$15.50,$21.50,$19.90,38.71%
TomoTherapy,TTPY,Merrill Lynch,5-8-07,$19.00,$22.67,$24.00,19.32%
AECOM Technology,ACM,Morgan Stanley/Merrill Lynch/UBS Investment Bank,5-9-07,$20.00,$21.10,$21.00,5.50%
Biodel,BIOD,Morgan Stanley/Banc of America,5-10-07,$15.00,$18.00,$16.50,20.00%
JMP Group,JMP,JMP Securitites/Merrill Lynch/Keefe Bruyette & Woods,5-10-07,$11.00,$12.30,$11.50,11.82%
Solera Holdings,SLH,Goldman Sachs/JPMorgan,5-10-07,$16.00,$18.40,$16.25,15.00%
Continental Resources,CLR,JPMorgan/Merrill Lynch,5-14-07,$15.00,$14.10,$14.50,-6.00%
Skilled Health Group,SKH,Credit Suisse,5-14-07,$15.50,$15.90,$16.00,2.58%
Pinnacle Gas Resources,PINN,Friedman Billings Ramsey,5-14-07,$9.00,$8.59,$8.75,-4.56%
Insulet Corporation,PODD,JPMorgan/Merrill Lynch,5-14-07,$15.00,$15.96,$17.00,6.40%
CAI International,CAP,Piper Jaffray,5-15-07,$15.00,$15.00,$15.02,0.00%
TechTarget,TTGT,Morgan Stanley/Lehman Brothers,5-16-07,$13.00,$14.79,$14.50,13.77%
Eurand NV,EURX,Deutsche Bank/Lehman Brothers,5-16-07,$16.00,$15.44,$15.90,-3.50%
China Sunergy,CSUN,Merrill Lynch,5-16-07,$11.00,$16.56,$12.00,50.55%
Columbus Acquisition,BUS-U,Lazard Capital Markets/Ladenburg Thalmann,5-17-07,$8.00,$8.01,$8.01,0.12%
TriMas,TRS,Goldman Sachs/Merrill Lynch,5-17-07,$11.00,$11.75,$11.55,6.82%
EnerNOC,ENOC,Credit Suisse/Morgan Stanley,5-17-07,$26.00,$31.13,$30.76,19.73%
Arcade Acquisition,ACDQU,Morgan Joseph/Legend Merchant Group,5-21-07,$8.00,$8.15,$8.00,1.88%
B&G Foods,BGS,Credit Suisse/Lehman Brothers,5-22-07,$13.00,$13.26,$13.50,2.00%
Sirtris,SIRT,JPMorgan,5-22-07,$10.00,$10.76,$11.00,7.60%
RSC Holdings,RRR,Deutsche Bank/Morgan Stanley/Lehman Brothers,5-22-07,$22.00,$19.00,$21.70,-13.64%
TransTech Services Partners,TTSPU,Cowen/Maxim Group,5-23-07,$8.00,$8.02,$8.00,0.25%
Vantage Energy Services,VTG-U,Deutsche Bank,5-23-07,$8.00,$8.08,$8.08,1.00%
Helicos BioSciences,HLCS,UBS Investment Bank,5-23-07,$9.00,$8.47,$9.00,-5.89%
Greenlight Capital Re,GLRE,Lehman Brothers/UBS Investment Bank,5-23-07,$19.00,$24.03,$23.00,26.47%
Shermen WSC Acquisition,SACQU,CIBC World Markets/CRT Capital Group,5-24-07,$6.00,$6.10,$6.07,1.67%
Clean Energy Fuels,CLNE,WR Hambrecht+Co/Simmons & Company,5-24-07,$12.00,$12.04,$12.00,0.33%
Stoneleigh Partners Acquisition,SCOC-U,HCFB/Brenner Securities/Pali Capital,5-30-07,$8.00,$8.06,$8.02,0.75%
Amicus Therapeutics,FOLD,Morgan Stanley/Merrill Lynch,5-30-07,$15.00,$14.43,$16.00,-3.80%
Jazz Pharmaceuticals,JAZZ,Morgan Stanley/Lehman Brothers,5-31-07,$18.00,$17.73,$17.50,-1.50%
LDK Solar,LDK,Morgan Stanley/UBS Investment Bank,5-31-07,$27.00,$27.20,$28.00,0.74%
Starent Networks,STAR,Goldman Sachs/Lehman Brothers,6-5-07,$12.00,$14.01,$13.75,16.75%
Response Genetics,RGDX,Maxim Group,6-6-07,$7.00,$7.00,$7.00,0.00%
Infinera,INFN,Goldman Sachs,6-6-07,$13.00,$19.71,$16.00,51.62%
Yingli Green Energy Holding,YGE,Goldman Sachs (Asia)/UBS Investment Bank,6-7-07,$11.00,$10.50,$10.80,-4.55%
Apex Bioventures Acquisition,PEX-U,Lazard Capital Markets,6-7-07,$8.00,$8.05,$8.00,0.63%
FBR Capital Markets,FBCM,Friedman Billings Ramsey,6-7-07,$17.00,$18.00,$18.00,5.88%
Limelight Networks,LLNW,Goldman Sachs/Morgan Stanley,6-7-07,$15.00,$22.18,$23.00,47.87%
BWAY Holding,BWY,Goldman Sachs/Banc of America,6-12-07,$15.00,$14.60,$15.05,-2.67%
BioFuel Energy,BIOF,JPMorgan/Citi/A.G. Edwards,6-13-07,$10.50,$10.51,$10.50,0.10%
Advanced Technology Acquisition,AXC-U,CRT Capital,6-18-07,$8.00,$8.09,$8.00,1.13%
Aldabra 2 Acquisition,AII-U,Lazard Capital Markets,6-19-07,$10.00,$10.18,$10.15,1.80%
Care Investment Trust,CRE,Credit Suisse/Merrill Lynch,6-21-07,$15.00,$13.50,$13.00,-10.00%
The Blackstone Group,BX,Morgan Stanley/Citi,6-21-07,$31.00,$35.06,$36.45,13.10%
China Discovery Acquisition,CADQU,EarlyBirdCapital/Legend Merchant Group,6-22-07,$6.00,$6.40,$6.41,6.67%
GSC Acquisition,GGA-U,Citigroup,6-25-07,$10.00,$10.27,$10.25,2.70%
AuthenTec,AUTH,Lehman Brothers,6-26-07,$11.00,$10.00,$11.00,-9.09%
Spreadtrum Communications,SPRD,Morgan Stanley/Lehman Brothers,6-26-07,$14.00,$15.95,$14.20,13.93%
comScore,SCOR,Credit Suisse/Deutsche Bank,6-26-07,$16.50,$23.47,$22.00,42.24%
Data Domain,DDUP,Goldman Sachs/Morgan Stanley,6-26-07,$15.00,$24.95,$20.00,66.33%
"Spectra Energy Partners, L.P.",SEP,Citi/Lehman Brothers,6-26-07,$22.00,$28.65,$26.50,30.23%
Vaughan Foods,FOOD-U,Paulson Investment,6-27-07,$6.50,$6.55,$6.50,0.77%
Polypore International,PPO,JPMorgan,6-27-07,$19.00,$18.03,$18.00,-5.11%
PROS Holdings,PRO,JPMorgan/Deutsche Bank,6-27-07,$11.00,$12.85,$12.50,16.82%
Alyst Acquisition,AYA-U,Ferris Baker Watts/Jesup & Lamont Securities,6-28-07,$8.00,$8.03,$8.00,0.37%
ShoreTel,SHOR,Lehman Brothers/JPMorgan,7-2-07,$9.50,$12.15,$10.00,27.89%
China Fortune Acquisition,CFAUF,EarlyBirdCapital,7-17-07,$8.00,$8.50,$8.15,6.25%
Dice Holdings,DHX,Credit Suisse/Morgan Stanley,7-17-07,$13.00,$13.40,$14.50,3.08%
Encore Bancshares,EBTX,Keefe Bruyette & Woods,7-17-07,$21.00,$22.43,$22.26,6.81%
"SemGroup Energy Partners, L.P.",SGLP,Citi/Merrill Lynch,7-17-07,$22.00,$29.32,$29.75,33.27%
MF Global,MF,Citi/JPMorgan/Lehman Brothers/Merrill Lynch/UBS Investment Bank,7-18-07,$30.00,$27.55,$29.37,-8.17%
Netezza,NZ,Credit Suisse/Morgan Stanley,7-18-07,$12.00,$17.39,$15.00,44.92%
Limco-Piedmont,LIMC,Oppenhemier/Stifel Nicolaus,7-18-07,$11.00,$13.30,$12.50,20.91%
KBL Healthcare Acquisition,KHA-U,Citigroup,7-19-07,$8.00,$8.19,$8.10,2.37%
Orbitz Worldwide,OWW,Morgan Stanley/Goldman Sachs/Lehman Brothers/JPMorgan,7-19-07,$15.00,$14.50,$14.90,-3.33%
Airvana,AIRV,Morgan Stanley/Lehman Brothers,7-19-07,$7.00,$7.17,$7.00,2.43%
hhgregg,HGG,Credit Suisse/Lehman Brothers,7-19-07,$13.00,$14.55,$13.72,11.92%
Monotype Imaging Holdings,TYPE,Banc of America,7-24-07,$12.00,$12.05,$12.00,0.42%
Rex Energy,REXX,KeyBanc Capital Markets,7-24-07,$11.00,$10.13,$11.00,-7.91%
"Validus Holdings, Ltd.",VR,Goldman Sachs/Merrill Lynch,7-24-07,$22.00,$22.25,$22.00,1.14%
BladeLogic,BLOG,Morgan Stanley/Merrill Lnych,7-24-07,$17.00,$25.07,$24.25,47.47%
ImaRx Therapeuctis,IMRX,Maxim Group/I-Bankers Securities,7-25-07,$5.00,$4.79,$4.90,-4.20%
Voltaire Ltd.,VOLT,JPMorgan/Merrill Lhnch,7-25-07,$9.00,$8.33,$9.00,-7.44%
Perfect World,PWRD,Morgan Stanley/Credit Suisse,7-25-07,$16.00,$20.40,$17.50,27.50%
lululemon athletica,LULU,Goldman Sachs/Merrill Lynch,7-26-07,$18.00,$28.00,$25.00,55.56%
Alternative Asset Management Acquisition,AMV-U,Citi,8-1-07,$10.00,$10.10,$10.25,1.00%
Genpact Limited,G,Morgan Stanley/Citi/JPMorgan,8-1-07,$14.00,$16.75,$14.00,19.64%
Dolan Media,DM,Goldman Sachs/Merrill Lynch,8-1-07,$14.50,$17.72,$16.40,22.21%
Sucampo Pharmaceuticals,SCMP,Cowen,8-2-07,$11.50,$12.26,$11.50,6.61%
Virtusa,VRTU,JPMorgan,8-2-07,$14.00,$11.86,$13.50,-15.29%
Concho Resources,CXO,JPMorgan/Banc of America/Lehman Brothers,8-2-07,$11.50,$12.90,$11.61,12.17%
Quicksilver Gas Services LP,KGS,UBS Investment Bank/Goldman Sachs,8-6-07,$21.00,$21.00,$21.99,0.00%
HireRight,HIRE,Credit Suisse,8-7-07,$15.00,$14.73,$15.10,-1.80%
E-House (China) Holdings,EJ,Credit Suisse/Merrill Lynch,8-7-07,$13.80,$19.43,$18.12,40.80%
Masimo,MASI,Piper Jafftay/Deutsche Bank/Citi,8-7-07,$17.00,$20.90,$19.00,22.94%
DemandTec,DMAN,Morgan Stanley/Credit Suisse,8-8-07,$11.00,$9.45,$10.05,-14.09%
WuXi Pharma Tech (China),WX,Credit Suisse/JPMorgan,8-8-07,$14.00,$19.60,$18.50,40.00%
Paragon Shipping,PRGN,UBS Investment Bank/Morgan Stanley,8-9-07,$16.00,$14.25,$15.50,-10.94%
Horsehead Holdings,ZINC,Friedman Billings Ramsey,8-9-07,$18.00,$18.60,$18.00,3.33%
MercadoLibre,MELI,JPMorgan/Merrill Lynch,8-9-07,$18.00,$28.50,$22.00,58.33%
VMware,VMW,Citi/JPMorgan/Lehman Brothers,8-13-07,$29.00,$51.00,$52.00,75.86%
InterAmerican Acquisition Group,IAQGU,Chardan Capital Markets/Maxim Group,9-4-07,$8.00,$8.01,$8.02,0.12%
Encore Energy Partners,ENP,UBS Investment Bank/Lehman Brothers,9-11-07,$21.00,$21.03,$21.00,0.14%
athenahealth,ATHN,Goldman Sachs/Merrill Lynch,9-18-07,$18.00,$35.50,$30.00,97.22%
Seanergy Maritime,SRG-U,Maxim Group,9-24-07,$10.00,$10.36,$10.30,3.60%
Babcock & Brown Air Limited,FLY,Morgan Stanley/Citi/Merrill Lynch/Credit Suisse,9-26-07,$23.00,$22.73,$23.00,-1.17%
Hicks Acquisition Company,TOH-U,Citi,9-27-07,$10.00,$9.95,$10.00,-0.50%
Duff & Phelps,DUF,Goldman Sachs/UBS Investment Bank,9-27-07,$16.00,$18.35,$17.00,14.69%
Inter-Atlantic Financial,IAN-U,Morgan Joseph,10-2-07,$8.00,$8.08,$8.00,1.00%
Constant Contact,CTCT,CIBC World Markets/Thomas Weisel Partners,10-2-07,$16.00,$27.64,$26.00,72.75%
Highlands Acquisition,HIA-U,Citi,10-3-07,$10.00,$10.00,$10.20,0.00%
FMG Acquisition,FMGQ-U,Pali Capital/Maxim Group,10-4-07,$8.00,$8.00,$8.00,0.00%
MAP Pharmaceuticals,MAPP,Merrill Lynch/Morgan Stanley,10-4-07,$12.00,$13.35,$12.75,11.25%
"China Digital TV Holding Cp., Ltd.",STV,Morgan Stanley/Credit Suisse,10-4-07,$16.00,$28.00,$35.00,75.00%
Targanta Therapeutics,TARG,Credit Suisse,10-9-07,$10.00,$9.40,$10.00,-6.00%
Textainer Group Holdings Limited,TGH,Credit Suisse/Wachovia,10-9-07,$16.50,$17.00,$16.65,3.03%
Compellent,CML,Morgan Stanley,10-9-07,$13.50,$24.19,$24.00,79.19%
Virgin Mobile USA,VM,Lehman Brothers,10-10-07,$15.00,$15.75,$15.60,5.00%
SP Acquisition,DSP-U,UBS Investment Bank/Ladenburg Thalmann,10-10-07,$10.00,$10.00,$10.00,0.00%
Stone Tan China Acquisition,STTAU,Morgan Joseph,10-15-07,$8.00,$8.00,$7.90,0.00%
TranS1,TSON,Lehman Brothers/Piper Jaffray,10-16-07,$15.00,$24.00,$25.00,60.00%
TM Entertainment and Media,THI.U,Pali/Maxim Group,10-17-07,$8.00,$7.95,$7.96,-0.62%
Global BPO Services,OOO-U,Deutsche Bank,10-17-07,$8.00,$8.00,$7.95,0.00%
NRDC Acquisition,NAQ-U,Banc of America,10-17-07,$10.00,$10.01,$10.00,0.10%
Maxcom Telecommunications,MXT,Morgan Stanley,10-18-07,$17.50,$18.59,$19.00,6.23%
DuPont Fabros Technology,DFT,Lehman Brothers/UBS Investment Bank,10-18-07,$21.00,$22.71,$21.50,8.14%
Noah Education Holdings,NED,Deutsche Bank,10-18-07,$14.00,$19.85,$22.90,41.79%
Triplecrown Acquisition,TCW-U,Citi,10-22-07,$10.00,$10.11,$10.03,1.10%
Fuqi International,FUQI,Merriman Curhan Ford,10-22-07,$9.00,$10.47,$10.00,16.33%
CVR Energy,CVI,Goldman Sachs/Deutsche Bank,10-22-07,$19.00,$20.25,$21.05,6.58%
Vanguard Natural Resources,VNR,Citi,10-23-07,$19.00,$18.94,$19.00,-0.32%
Longtop Financial Technologies,LFT,Goldman Sachs/Deutsche Bank,10-23-07,$17.50,$32.40,$27.01,85.14%
Secure America Acquisition,HLD-U,SunTrust Robinson/Morgan Joseph,10-24-07,$8.00,$7.91,$8.00,-1.13%
FGX International Holdings,FGXI,William Blair/Sun Trust Robinson Humphrey,10-24-07,$16.00,$17.05,$18.00,6.56%
Pzena Investment Management,PZN,Goldman Sachs/UBS Investment Bank,10-24-07,$18.00,$20.09,$20.71,11.61%
ULTA Salon Cosmetics & Fragrance,ULTA,JPMorgan/Wachovia,10-24-07,$18.00,$29.82,$33.00,65.67%
Power Medical Interventions,PMII,Jefferies/Lazard Capital Markets,10-25-07,$11.00,$11.79,$11.50,7.18%
Genoptix,GXDX,Lehman Brothers,10-29-07,$17.00,$25.35,$25.00,49.12%
012 Smile.communications,SMLC,CIBC World Markets/Cowen,10-30-07,$12.00,$12.00,$12.00,0.00%
CNinsure,CISG,Morgan Stanley,10-30-07,$16.00,$25.29,$25.00,58.06%
Giant Interactive Group,GA,Merrill Lynch/UBS Investment Bank,10-31-07,$15.50,$18.23,$18.25,17.61%
Deltek,PROJ,Credit Suisse,11-1-07,$18.00,$17.95,$18.00,-0.28%
SoundBite Communications,SDBT,Cowen/Thomas Weisel Partners,11-1-07,$8.00,$8.02,$8.00,0.25%
Nanosphere,NSHP,Credit Suisse,11-1-07,$14.00,$16.00,$14.00,14.29%
Neutral Tandem,TNDM,Morgan Stanley/CIBC World Markets,11-1-07,$14.00,$20.28,$18.00,44.86%
SandRidge Energy,SD,Lehman Brothers,11-5-07,$26.00,$32.00,$30.94,23.08%
Agria,GRO,Credit Suisse,11-6-07,$16.50,$12.06,$16.50,-26.91%
Golden Pond Healthcare,GPH-U,Deutsche Bank,11-6-07,$8.00,$8.00,$8.00,0.00%
ARYx Therapeutics,ARYX,Morgan Stanley,11-6-07,$10.00,$8.10,$9.00,-19.00%
BioForm Medical,BFRM,JPMorgan/Piper Jaffray,11-6-07,$8.00,$8.55,$8.00,6.88%
AirMedia Group,AMCN,Morgan Stanley/Lehman Brothers,11-6-07,$15.00,$20.90,$19.50,39.33%
Capitol Acquisition,CLU.U,Citi,11-7-07,$10.00,$10.00,$10.00,0.00%
Enterprise Acquisition,EST-U,UBS Investment Bank/Ladenburg Thalmann,11-7-07,$10.00,$9.99,$10.00,-0.10%
ICx  Technologies,ICXT,Lehman Brothers,11-7-07,$16.00,$12.85,$14.00,-19.69%
Approach Resources,AREX,JPMorgan,11-7-07,$12.00,$12.59,$12.50,4.92%
Lumber Liquidators,LL,Goldman Sachs/Merrill Lynch,11-8-07,$10.00,$9.76,$9.89,-2.40%
Quest Energy Partners L.P.,QELP,Wachovia/RBC Capital Markets,11-8-07,$18.00,$16.50,$17.00,-8.33%
The Ensign Group,ENSG,D.A. Davidson/Stifel Nicolas,11-8-07,$16.00,$16.14,$15.60,0.88%
OSG America,OSP,Citi/UBS Investment Bank,11-8-07,$19.00,$18.85,$19.00,-0.79%
China Nepstar Chain Drugstore Ltd.,NPD,Goldman Sachs (Asia)/ Merrill Lynch,11-8-07,$16.20,$17.50,$16.20,8.02%
