Symbol,Company,Industry,Offer Date,Shares (millions),Offer Price,1st Day Close,Current Price,Return,T-10Days,T-90Days,T+100Days,SPY 90D Return,100 day Return
SPRB,"Spruce Biosciences, Inc.",Health Care,2020-10-09,6.0,$15.00,$17.00,$15.87,5.80%,2020-09-29,2020-07-17,2021-01-17,0.04291861153002121,0.37764706331140857
AZYO,"AZIYO BIOLOGICS, INC.",Health Care,2020-10-08,2.9,$17.00,$14.50,$12.99,-23.59%,2020-09-28,2020-07-16,2021-01-16,0.028853441479107938,0.03379308766332166
FUBO,"fuboTV Inc. (formerly FaceBank Group, Inc.)",Consumer Services,2020-10-08,18.3,$10.00,$10.58,$19.71,97.10%,2020-09-28,2020-07-16,2021-01-16,0.028853441479107938,2.1315789816134196
SQFT,Presidio Property Trust,Financials,2020-10-07,0.5,$5.00,$4.60,$3.19,-36.20%,2020-09-27,2020-07-15,2021-01-15,0.025464986053161005,-0.25466946476532576
ASO,Academy Sports + Outdoors,Consumer Goods,2020-10-02,15.6,$13.00,$12.99,$31.14,139.54%,2020-09-22,2020-07-10,2021-01-10,0.03365603478036992,0.5996921518695908
CCCC,"C4 Therapeutics, Inc.",Health Care,2020-10-02,9.6,$19.00,$25.49,$30.39,59.95%,2020-09-22,2020-07-10,2021-01-10,0.03365603478036992,0.3315025080998714
IMNM,"IMMUNOME, INC.",Health Care,2020-10-02,3.3,$12.00,$13.45,$25.11,109.25%,2020-09-22,2020-07-10,2021-01-10,0.03365603478036992,-0.13754642780894494
ONCR,"Oncorus, Inc.",Health Care,2020-10-02,5.8,$15.00,$16.00,$13.89,-7.40%,2020-09-22,2020-07-10,2021-01-10,0.03365603478036992,1.2206249237060547
LXEH,"Lixiang Education Holding Co., Ltd.",Consumer Services,2020-10-01,3.3,$9.25,$7.50,$8.90,-3.78%,2020-09-21,2020-07-09,2021-01-09,0.05596271995892189,0.16666666666666666
AVO,"Mission Produce, Inc.",Consumer Goods,2020-10-01,8.0,$12.00,$13.80,$19.60,63.33%,2020-09-21,2020-07-09,2021-01-09,0.05596271995892189,0.26104418070604224
LUNG,Pulmonx Corp.,Health Care,2020-10-01,10.0,$19.00,$39.31,$42.08,121.47%,2020-09-21,2020-07-09,2021-01-09,0.05596271995892189,0.576189186464162
THRY,"Thryv Holdings, Inc.",Consumer Services,2020-10-01,26.7,$10.17,$11.08,$25.54,151.13%,2020-09-21,2020-07-09,2021-01-09,0.05596271995892189,0.22347633626135033
BQ,Boqii Holding Limited,Consumer Goods,2020-09-30,7.0,$10.00,$7.20,$4.30,-57.00%,2020-09-20,2020-07-08,2021-01-08,0.04995114382230163,-0.18888884620901866
CD,Chindata Group Holdings Limited,Technology,2020-09-30,40.0,$13.50,$16.23,$14.18,5.04%,2020-09-20,2020-07-08,2021-01-08,0.04995114382230163,0.14294514850642728
PLTR,Palantir Technologies,Technology,2020-09-30,257.1,$7.25,$9.50,$22.63,212.14%,2020-09-20,2020-07-08,2021-01-08,0.04995114382230163,1.631578947368421
YALA,Yalla Group Limited,Technology,2020-09-30,18.6,$7.50,$7.00,$22.50,200.00%,2020-09-20,2020-07-08,2021-01-08,0.04995114382230163,1.2142857142857142
ORPH,Orphazyme A/S,Health Care,2020-09-29,7.6,$11.00,$9.71,$9.52,-13.45%,2020-09-19,2020-07-07,2021-01-07,0.057981975205914096,0.0932028557585772
AMST,Amesite,Technology,2020-09-25,3.0,$5.00,$5.22,$2.71,-45.80%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,-0.07088120697903277
GRAY,Graybug Vision,Health Care,2020-09-25,5.6,$16.00,$16.50,$4.71,-70.56%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,0.7587879065311316
GLSI,Greenwich LifeSciences,Health Care,2020-09-25,1.3,$5.75,$5.00,$32.02,456.87%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,6.294000244140625
PMVP,PMV Pharmaceuticals,Health Care,2020-09-25,11.8,$18.00,$37.51,$31.26,73.67%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,0.6398294074628743
PRLD,Prelude Therapeutics,Health Care,2020-09-25,8.3,$19.00,$26.20,$33.22,74.84%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,1.730916067489855
VIAO,VIA optronics AG,Technology,2020-09-25,6.3,$15.00,$10.18,$13.50,-10.00%,2020-09-15,2020-07-03,2021-01-03,0.06752879977531658,0.3222003570376666
TSHA,"Taysha Gene Therapies, Inc.",Health Care,2020-09-24,7.9,$20.00,$24.06,$24.32,21.60%,2020-09-14,2020-07-02,2021-01-02,0.0699164765400258,0.10307570675948992
BSY,Bentley Systems,Technology,2020-09-23,10.8,$22.00,$33.49,$50.94,131.55%,2020-09-13,2020-07-01,2021-01-01,0.07580829041900937,0.2107033279609904
CRSR,Corsair Gaming,Technology,2020-09-23,14.0,$17.00,$14.25,$32.86,93.29%,2020-09-13,2020-07-01,2021-01-01,0.07580829041900937,1.5417544716282894
GDRX,GoodRx Holdings,Technology,2020-09-23,34.6,$33.00,$50.50,$38.64,17.09%,2020-09-13,2020-07-01,2021-01-01,0.07580829041900937,-0.2011881157903388
LSF,"Laird Superfood, Inc.",Consumer Goods,2020-09-23,2.7,$22.00,$40.80,$34.25,55.68%,2020-09-13,2020-07-01,2021-01-01,0.07580829041900937,0.15980393577657842
ATHA,Athira Pharma,Health Care,2020-09-18,12.0,$17.00,$17.11,$17.42,2.47%,2020-09-08,2020-06-26,2020-12-27,0.14170978730546424,0.8427819732262216
CMPS,COMPASS Pathways plc,Health Care,2020-09-18,7.5,$17.00,$29.00,$32.29,89.94%,2020-09-08,2020-06-26,2020-12-27,0.14170978730546424,0.8975861648033405
U,Unity Software Inc.,Technology,2020-09-18,25.0,$52.00,$68.35,$97.40,87.31%,2020-09-08,2020-06-26,2020-12-27,0.14170978730546424,1.4128749356357027
VTRU,Vitru Ltd.,Consumer Services,2020-09-18,6.0,$16.00,$16.00,$12.95,-19.06%,2020-09-08,2020-06-26,2020-12-27,0.14170978730546424,-0.14875000715255737
AMWL,American Well Corp.,Health Care,2020-09-17,41.2,$18.00,$23.95,$17.31,-3.83%,2020-09-07,2020-06-25,2020-12-26,0.11459241956418338,0.28955354978502434
BNL,Broadstone Net Lease,Financials,2020-09-17,33.5,$17.00,$16.11,$19.30,13.53%,2020-09-07,2020-06-25,2020-12-26,0.11459241956418338,0.21826357657473672
PTVE,Pactiv Evergreen,Consumer Goods,2020-09-17,41.0,$14.00,$10.93,$13.63,-2.64%,2020-09-07,2020-06-25,2020-12-26,0.11459241956418338,0.6706311996451413
SUMO,"Sumo Logic, Inc.",Technology,2020-09-17,14.8,$22.00,$26.88,$17.84,-18.91%,2020-09-07,2020-06-25,2020-12-26,0.11459241956418338,0.19754462915656373
FROG,JFrog Ltd.,Technology,2020-09-16,11.6,$44.00,$64.79,$47.76,8.55%,2020-09-06,2020-06-24,2020-12-25,0.1265415403237035,0.0622009372179382
SNOW,Snowflake,Technology,2020-09-16,28.0,$120.00,$253.93,$225.22,87.68%,2020-09-06,2020-06-24,2020-12-25,0.1265415403237035,0.27216168968815174
AUVI,"Applied UV, Inc.",Consumer Goods,2020-08-31,1.0,$5.00,$11.60,$9.65,93.00%,2020-08-21,2020-06-08,2020-12-09,0.05126430402471887,-0.5543103529071692
HCDI,Harbor Custom Development,Financials,2020-08-28,1.8,$6.00,$7.50,$3.02,-49.67%,2020-08-18,2020-06-05,2020-12-06,0.06280786101878089,-0.32000001271565753
XPEV,XPeng,Consumer Goods,2020-08-27,99.7,$15.00,$21.22,$32.60,117.33%,2020-08-17,2020-06-04,2020-12-05,0.08659511611054478,1.3251650211664472
KYMR,Kymera Therapeutics,Health Care,2020-08-21,8.7,$20.00,$33.26,$39.79,98.95%,2020-08-11,2020-05-29,2020-11-29,0.10754033554809057,0.4440770055060788
NNOX,Nano-X Imaging Ltd.,Health Care,2020-08-21,9.2,$18.00,$21.70,$30.45,69.17%,2020-08-11,2020-05-29,2020-11-29,0.10754033554809057,1.4101381289525843
HRMY,Harmony Biosciences Holdings,Health Care,2020-08-19,5.4,$24.00,$37.01,$28.00,16.67%,2020-08-09,2020-05-27,2020-11-27,0.10711409439995179,0.3390976390413926
INBX,Inhibrx,Health Care,2020-08-19,7.0,$17.00,$20.63,$19.52,14.82%,2020-08-09,2020-05-27,2020-11-27,0.10711409439995179,0.27338834350139113
CVAC,CureVac B.V.,Health Care,2020-08-14,13.3,$16.00,$55.90,$112.94,605.88%,2020-08-04,2020-05-22,2020-11-22,0.11777985466733662,0.4255814001098687
DCT,Duck Creek Technologies,Technology,2020-08-14,15.0,$27.00,$40.00,$42.44,57.19%,2020-08-04,2020-05-22,2020-11-22,0.11777985466733662,0.03450002670288086
NTST,NETSTREIT,Financials,2020-08-13,12.5,$18.00,$17.75,$20.88,16.00%,2020-08-03,2020-05-21,2020-11-21,0.1121704937153356,0.018034364264231408
CMPI,Checkmate Pharmaceuticals,Health Care,2020-08-07,5.0,$15.00,$14.00,$6.12,-59.20%,2020-07-28,2020-05-15,2020-11-15,0.13400286482573398,-0.2357142993382045
FRLN,Freeline Therapeutics Holdings plc,Health Care,2020-08-07,8.8,$18.00,$18.00,$12.24,-32.00%,2020-07-28,2020-05-15,2020-11-15,0.13400286482573398,-0.0927777820163303
IBEX,IBEX Ltd.,Technology,2020-08-07,4.8,$19.00,$15.40,$21.94,15.47%,2020-07-28,2020-05-15,2020-11-15,0.13400286482573398,0.02597406377356551
AFIB,Acutus Medical,Health Care,2020-08-06,8.8,$18.00,$26.50,$12.91,-28.28%,2020-07-27,2020-05-14,2020-11-14,0.13096843713303893,-0.08716979116763708
OSH,Oak Street Health,Health Care,2020-08-06,15.6,$21.00,$40.00,$59.10,181.43%,2020-07-27,2020-05-14,2020-11-14,0.13096843713303893,0.13725004196166993
RKT,Rocket Companies,Financials,2020-08-06,100.0,$18.00,$21.51,$21.67,20.39%,2020-07-27,2020-05-14,2020-11-14,0.13096843713303893,0.0158065267909561
BIGC,BigCommerce Holdings,Technology,2020-08-05,9.0,$24.00,$72.27,$52.54,118.92%,2020-07-26,2020-05-13,2020-11-13,0.14450313359872702,0.014528893047327268
RXT,Rackspace Technology,Consumer Services,2020-08-05,33.5,$21.00,$15.39,$24.99,19.00%,2020-07-26,2020-05-13,2020-11-13,0.14450313359872702,0.038438138595241755
HSAQ,Health Sciences Acquisitions Corp 2,Blank Check,2020-08-04,13.9,$10.00,$11.40,$10.31,3.10%,2020-07-25,2020-05-12,2020-11-12,0.1242615589845072,-0.035087687010102085
GOED,1847 Goedeker,Consumer Goods,2020-07-31,1.1,$9.00,$8.90,$6.68,-25.78%,2020-07-21,2020-05-08,2020-11-08,0.11389410394215477,-0.26741570108030943
FTHM,Fathom Holdings,Financials,2020-07-31,3.4,$10.00,$10.03,$31.33,213.30%,2020-07-21,2020-05-08,2020-11-08,0.11389410394215477,1.06380870528772
VSTA,Vasta Platform Limited,Consumer Services,2020-07-31,18.6,$19.00,$18.85,$9.16,-51.79%,2020-07-21,2020-05-08,2020-11-08,0.11389410394215477,-0.3305039983996485
VITL,"Vital Farms, Inc.",Consumer Goods,2020-07-31,9.3,$22.00,$35.26,$25.26,14.82%,2020-07-21,2020-05-08,2020-11-08,0.11389410394215477,0.037152621544255734
ALVR,AlloVir,Health Care,2020-07-30,16.3,$17.00,$25.39,$22.70,33.53%,2020-07-20,2020-05-07,2020-11-07,0.12324709672438146,0.3237495635409286
LI,Li Auto,Consumer Goods,2020-07-30,95.0,$11.50,$16.46,$19.78,72.00%,2020-07-20,2020-05-07,2020-11-07,0.12324709672438146,0.6075334481296163
VERX,Vertex,Technology,2020-07-29,21.2,$19.00,$23.93,$22.61,19.00%,2020-07-19,2020-05-06,2020-11-06,0.13680119876577554,0.1750940443219037
ANNX,Annexon,Health Care,2020-07-24,14.8,$17.00,$17.76,$21.78,28.12%,2020-07-14,2020-05-01,2020-11-01,0.11823409272967965,0.17173418906270893
INZY,Inozyme Pharma,Health Care,2020-07-24,7.0,$16.00,$17.54,$18.07,12.94%,2020-07-14,2020-05-01,2020-11-01,0.11823409272967965,0.3095779996807312
ITOS,iTeos Therapeutics,Health Care,2020-07-24,10.6,$19.00,$19.05,$22.28,17.26%,2020-07-14,2020-05-01,2020-11-01,0.11823409272967965,0.19527566245074185
NRIX,Nurix Therapeutics,Health Care,2020-07-24,11.0,$19.00,$19.01,$29.57,55.63%,2020-07-14,2020-05-01,2020-11-01,0.11823409272967965,0.3303524782237678
MEG,Montrose Environmental Group,Consumer Services,2020-07-23,10.0,$15.00,$22.00,$54.18,261.20%,2020-07-13,2020-04-30,2020-10-31,0.09813951366433539,0.22863639484752307
EDTK,Skillful Craftsman Education Technology Ltd.,Consumer Services,2020-07-23,3.0,$5.00,$4.75,$2.50,-50.00%,2020-07-13,2020-04-30,2020-10-31,0.09813951366433539,-0.3894736641331723
JAMF,Jamf Holding,Technology,2020-07-22,18.0,$26.00,$39.20,$35.02,34.69%,2020-07-12,2020-04-29,2020-10-30,0.08791533025421358,-0.1471938863638686
ALXO,ALX Oncology Holdings,Health Care,2020-07-17,8.5,$19.00,$30.00,$58.00,205.26%,2020-07-07,2020-04-24,2020-10-25,0.125367349101586,0.3919999440511068
BLI,Berkeley Lights,Health Care,2020-07-17,8.1,$22.00,$65.45,$48.02,118.27%,2020-07-07,2020-04-24,2020-10-25,0.125367349101586,0.15508024444837668
RLAY,Relay Therapeutics,Health Care,2020-07-16,20.0,$20.00,$35.05,$34.41,72.05%,2020-07-06,2020-04-23,2020-10-24,0.12370647239768486,0.13780319361455579
TIG,Trean Insurance Group,Financials,2020-07-16,10.7,$15.00,$15.51,$17.00,13.33%,2020-07-06,2020-04-23,2020-10-24,0.12370647239768486,-0.13733075970395883
GOCO,GoHealth,Financials,2020-07-15,43.5,$21.00,$19.13,$12.03,-42.71%,2020-07-05,2020-04-22,2020-10-23,0.12362568741404364,-0.4044192858243412
NCNO,nCino,Technology,2020-07-14,8.1,$31.00,$91.59,$67.05,116.29%,2020-07-04,2020-04-21,2020-10-22,0.148564237736049,-0.10623426265509937
NKTX,Nkarta,Health Care,2020-07-10,14.0,$18.00,$47.90,$33.91,88.39%,2020-06-30,2020-04-17,2020-10-18,0.06684261922813702,-0.33194156616651926
PSTX,Poseida Therapeutics,Health Care,2020-07-10,14.0,$16.00,$15.35,$8.51,-46.81%,2020-06-30,2020-04-17,2020-10-18,0.06684261922813702,-0.26319217338457207
QH,Quhuo Limited,Consumer Services,2020-07-10,3.3,$10.00,$12.77,$4.74,-52.60%,2020-06-30,2020-04-17,2020-10-18,0.06684261922813702,-0.45027410107423904
BLCT,BlueCity Holdings,Technology,2020-07-08,5.3,$16.00,$23.43,$8.32,-48.00%,2020-06-28,2020-04-15,2020-10-16,0.08500272097857119,-0.6077678420536259
ACCD,Accolade,Consumer Services,2020-07-02,10.0,$22.00,$29.70,$44.35,101.59%,2020-06-22,2020-04-09,2020-10-10,0.11429960556498449,0.3109427735057594
LMND,Lemonade,Financials,2020-07-02,11.0,$29.00,$69.41,$89.75,209.48%,2020-06-22,2020-04-09,2020-10-10,0.11429960556498449,-0.023051520229051096
DNB,Dun & Bradstreet Holdings,Consumer Services,2020-07-01,78.3,$22.00,$25.35,$23.45,6.59%,2020-06-21,2020-04-08,2020-10-09,0.1312563359432027,0.10966464447586324
API,Agora,Technology,2020-06-26,17.5,$20.00,$50.50,$56.89,184.45%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,-0.12891085785214262
AKUS,Akouos,Health Care,2020-06-26,12.5,$17.00,$22.00,$14.60,-14.12%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,-0.02999999306418679
ACI,Albertsons Companies,Consumer Goods,2020-06-26,50.0,$16.00,$15.45,$19.53,22.06%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,-0.11067965310072773
EBON,Ebang International Holdings,Technology,2020-06-26,19.3,$5.23,$5.00,$4.16,-20.46%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,0.8760000228881836
FUSN,Fusion Pharmaceuticals,Health Care,2020-06-26,12.5,$17.00,$17.00,$8.74,-48.59%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,-0.31058821958654065
PYPD,PolyPid,Health Care,2020-06-26,3.8,$16.00,$19.00,$9.27,-42.06%,2020-06-16,2020-04-03,2020-10-04,0.2371567791413292,-0.41568419807835627
FMTX,Forma Therapeutics Holdings,Health Care,2020-06-19,13.9,$20.00,$39.00,$25.15,25.75%,2020-06-09,2020-03-27,2020-09-27,0.2753532794912076,0.2692307692307692
GTH,Genetron Holdings,Health Care,2020-06-19,16.0,$16.00,$16.00,$20.19,26.19%,2020-06-09,2020-03-27,2020-09-27,0.2753532794912076,-0.3656250238418579
PROG,Progenity,Health Care,2020-06-19,6.7,$15.00,$13.12,$3.01,-79.93%,2020-06-09,2020-03-27,2020-09-27,0.2753532794912076,-0.33307926247537945
RPTX,Repare Therapeutics,Health Care,2020-06-19,11.0,$20.00,$30.80,$31.85,59.25%,2020-06-09,2020-03-27,2020-09-27,0.2753532794912076,0.008116883317944497
RPRX,Royalty Pharma plc,Health Care,2020-06-16,77.7,$28.00,$44.50,$41.44,48.00%,2020-06-06,2020-03-24,2020-09-24,0.3133455182638342,-0.05745719228311247
RNA,Avidity Biosciences,Health Care,2020-06-12,14.4,$18.00,$28.50,$20.12,11.78%,2020-06-02,2020-03-20,2020-09-20,0.33544575078799266,0.20385969730845668
AZEK,AZEK Company (The),Consumer Goods,2020-06-12,33.3,$23.00,$27.15,$47.23,105.35%,2020-06-02,2020-03-20,2020-09-20,0.33544575078799266,0.19300183590211867
BNR,Burning Rock Biotech Ltd.,Health Care,2020-06-12,13.5,$16.50,$24.63,$29.03,75.94%,2020-06-02,2020-03-20,2020-09-20,0.33544575078799266,-0.07795372073549782
GBIO,Generation Bio,Health Care,2020-06-12,10.5,$19.00,$24.69,$31.54,66.00%,2020-06-02,2020-03-20,2020-09-20,0.33544575078799266,0.20332111955568435
PCVX,Vaxcyte,Health Care,2020-06-12,15.6,$16.00,$26.15,$18.47,15.44%,2020-06-02,2020-03-20,2020-09-20,0.33544575078799266,0.9300191952943411
LTRN,Lantern Pharma,Health Care,2020-06-11,1.8,$15.00,$14.95,$15.29,1.93%,2020-06-01,2020-03-19,2020-09-19,0.27275173230398414,0.10167220892854785
UCL,uCloudlink Group,Telecommunications,2020-06-10,2.0,$18.00,$17.24,$9.97,-44.61%,2020-05-31,2020-03-18,2020-09-18,0.2754563402620846,-0.2627610088812305
VRM,Vroom,Consumer Services,2020-06-09,21.3,$22.00,$47.90,$42.85,94.77%,2020-05-30,2020-03-17,2020-09-17,0.2108763173650508,0.0519832522849558
AMTI,Applied Molecular Transport,Health Care,2020-06-05,11.0,$14.00,$17.98,$39.76,184.00%,2020-05-26,2020-03-13,2020-09-13,0.10343547131158493,0.48943277911311045
DADA,Dada Nexus Limited,Technology,2020-06-05,20.0,$16.00,$15.99,$22.54,40.88%,2020-05-26,2020-03-13,2020-09-13,0.10343547131158493,0.5415884910176284
LEGN,Legend Biotech,Health Care,2020-06-05,18.4,$23.00,$37.00,$26.72,16.17%,2020-05-26,2020-03-13,2020-09-13,0.10343547131158493,-0.16081083143079603
FOUR,Shift4 Payments,Consumer Services,2020-06-05,15.0,$23.00,$33.54,$94.64,311.48%,2020-05-26,2020-03-13,2020-09-13,0.10343547131158493,0.3804412037337173
ZI,ZoomInfo Technologies,Technology,2020-06-04,44.5,$21.00,$34.00,$45.63,117.29%,2020-05-25,2020-03-12,2020-09-12,0.1977642408821912,-0.05911765379064223
PLRX,Pliant Therapeutics,Health Care,2020-06-03,9.0,$16.00,$21.30,$28.18,76.13%,2020-05-24,2020-03-11,2020-09-11,0.0831654485898594,0.23098592734846116
WMG,Warner Music Group,Consumer Goods,2020-06-03,77.0,$25.00,$30.12,$36.05,44.20%,2020-05-24,2020-03-11,2020-09-11,0.0831654485898594,-0.04965905229321728
NARI,Inari Medical,Health Care,2020-05-22,8.2,$19.00,$42.51,$103.13,442.79%,2020-05-12,2020-02-28,2020-08-30,-0.0068859750343136916,0.9468361657005488
SLQT,SelectQuote,Financials,2020-05-21,28.5,$20.00,$27.00,$29.22,46.10%,2020-05-11,2020-02-27,2020-08-29,-0.011261350093571123,-0.33666667231807
ADCT,ADC Therapeutics SA,Health Care,2020-05-15,12.3,$19.00,$29.65,$22.97,20.89%,2020-05-05,2020-02-21,2020-08-23,-0.1446640933350511,0.4173333485921224
AYLA,Ayala Pharmaceuticals,Health Care,2020-05-08,3.7,$15.00,$15.03,$10.51,-29.93%,2020-04-28,2020-02-14,2020-08-16,-0.1447337626809413,-0.2787757588040226
CLEU,China Liberal Education Holdings,Consumer Services,2020-05-08,1.3,$6.00,$4.85,$3.43,-42.83%,2020-04-28,2020-02-14,2020-08-16,-0.1447337626809413,-0.23469389244597508
KC,Kingsoft Cloud Holdings,Technology,2020-05-08,30.0,$17.00,$23.84,$44.15,159.71%,2020-04-28,2020-02-14,2020-08-16,-0.1447337626809413,0.34899327355587545
LYRA,Lyra Therapeutics,Health Care,2020-05-01,3.5,$16.00,$18.56,$10.77,-32.69%,2020-04-21,2020-02-07,2020-08-09,-0.14736349221210973,-0.27262928941498554
ORIC,ORIC Pharmaceuticals,Health Care,2020-04-24,7.5,$16.00,$25.77,$21.02,31.38%,2020-04-14,2020-01-31,2020-08-02,-0.1381564320031652,-0.22118745291765124
KROS,Keros Therapeutics,Health Care,2020-04-08,6.0,$16.00,$20.08,$34.30,114.38%,2020-03-29,2020-01-15,2020-07-17,-0.223284796901357,0.5547808482059192
ZNTL,Zentalis Pharmaceuticals,Health Care,2020-04-03,9.2,$18.00,$23.20,$41.95,133.06%,2020-03-24,2020-01-10,2020-07-12,-0.31147023695382087,0.7241378743356549
WIMI,WiMi Hologram Cloud,Technology,2020-04-01,4.8,$5.50,$5.50,$3.52,-36.00%,2020-03-22,2020-01-08,2020-07-10,-0.29065984471314676,-0.30181819742376154
IMRA,IMARA Inc.,Health Care,2020-03-12,4.7,$16.00,$15.00,$45.75,185.94%,2020-03-02,2019-12-19,2020-06-20,-0.07224495223398512,1.9006665547688801
GFL,GFL Environmental Holdings,Consumer Services,2020-03-03,75.0,$19.00,$16.80,$18.10,-4.74%,2020-02-22,2019-12-10,2020-06-11,0.06885967591187084,0.14064047909192823
PASG,Passage BIO,Health Care,2020-02-28,12.0,$18.00,$22.20,$24.61,36.72%,2020-02-18,2019-12-06,2020-06-07,0.0774602166419745,0.04999993985837851
ZCMD,ZHONGCHAO,Consumer Services,2020-02-24,3.0,$4.00,$4.00,$2.24,-44.00%,2020-02-14,2019-12-02,2020-06-03,0.0868859515560041,-0.45409430939252016
GRIL,Muscle Maker,Consumer Services,2020-02-13,1.5,$5.00,$3.86,$2.17,-56.60%,2020-02-03,2019-11-21,2020-05-23,0.04203391321524081,-0.502590671174878
RVMD,Revolution Medicines,Health Care,2020-02-13,14.0,$17.00,$28.90,$36.08,112.24%,2020-02-03,2019-11-21,2020-05-23,0.04203391321524081,0.15121110369951063
HUIZ,Huize Holding Ltd.,Financials,2020-02-12,5.3,$10.50,$10.00,$7.10,-32.38%,2020-02-02,2019-11-20,2020-05-22,0.04035723887425476,-0.4
NREF,NexPoint Real Estate Finance,Financials,2020-02-07,5.0,$19.00,$18.80,$15.20,-20.00%,2020-01-28,2019-11-15,2020-05-17,0.04265861369666501,-0.42285094437868714
ONEW,OneWater Marine,Consumer Goods,2020-02-07,4.6,$12.00,$15.14,$20.83,73.58%,2020-01-28,2019-11-15,2020-05-17,0.04265861369666501,-0.07529722658662283
BEAM,Beam Therapeutics,Health Care,2020-02-06,10.6,$17.00,$18.75,$24.94,46.71%,2020-01-27,2019-11-14,2020-05-16,0.067312020354098,0.14186665852864583
SDGR,Schrodinger,Health Care,2020-02-06,11.9,$17.00,$28.64,$60.51,255.94%,2020-01-27,2019-11-14,2020-05-16,0.067312020354098,0.9902235061011182
ONEM,1Life Healthcare,Consumer Services,2020-01-31,17.5,$14.00,$22.07,$29.51,110.79%,2020-01-21,2019-11-08,2020-05-10,0.07976311987033519,0.10557317426028232
ARQT,Arcutis Biotherapeutics,Health Care,2020-01-31,9.4,$17.00,$21.80,$25.53,50.18%,2020-01-21,2019-11-08,2020-05-10,0.07976311987033519,0.12385325034091671
REYN,Reynolds Consumer Products,Consumer Goods,2020-01-31,47.2,$26.00,$28.55,$31.41,20.81%,2020-01-21,2019-11-08,2020-05-10,0.07976302599973213,0.18290959585996983
ANPC,AnPac Bio-Medical Science,Health Care,2020-01-30,1.3,$12.00,$11.25,$7.05,-41.25%,2020-01-20,2019-11-07,2020-05-09,0.08242591343318739,-0.25790510733123945
BDTX,Black Diamond Therapeutics,Health Care,2020-01-30,10.6,$19.00,$39.48,$34.58,82.00%,2020-01-20,2019-11-07,2020-05-09,0.08242602496719181,0.12720001220703125
ANVS,Annovis Bio,Health Care,2020-01-29,2.0,$6.00,$9.59,$4.50,-25.00%,2020-01-19,2019-11-06,2020-05-08,0.08623262788614942,-0.6287799910181582
IMAB,I-MAB,Health Care,2020-01-17,7.4,$14.00,$12.50,$24.01,71.50%,2020-01-07,2019-10-25,2020-04-26,0.0783526557571333,0.13040000915527344
LIZI,LIZHI,Technology,2020-01-17,4.1,$11.00,$11.63,$5.40,-50.91%,2020-01-07,2019-10-25,2020-04-26,0.0783528828340801,-0.5631986351059238
VEL,Velocity Financial,Financials,2020-01-17,7.3,$13.00,$13.51,$4.66,-64.15%,2020-01-07,2019-10-25,2020-04-26,0.0783524369299139,-0.7712805431665742
MKD,Molecular Data,Consumer Services,2019-12-30,11.5,$5.38,$5.46,$1.75,-67.47%,2019-12-20,2019-10-07,2020-04-08,,-0.6732217640839285
INDO,Indonesia Energy Corp Ltd.,Health Care,2019-12-19,1.4,$11.00,$10.50,$4.54,-58.73%,2019-12-09,2019-09-26,2020-03-28,0.06016810528664643,-0.6598130682439549
MNPR,Monopar Therapeutics,Health Care,2019-12-19,1.1,$8.00,$26.50,$7.98,-0.25%,2019-12-09,2019-09-26,2020-03-28,0.06016854583111609,-0.7277358432985702
OCFT,OneConnect Financial Technology,Technology,2019-12-13,31.2,$10.00,$10.00,$15.63,56.30%,2019-12-03,2019-09-20,2020-03-22,0.04479025961084775,0.0630000114440918
SPT,Sprout Social,Technology,2019-12-13,8.8,$17.00,$16.60,$26.50,55.88%,2019-12-03,2019-09-20,2020-03-22,0.04479014838173871,-0.15722894881767943
BILL,Bill.com Holdings,Technology,2019-12-12,9.8,$22.00,$35.50,$78.35,256.14%,2019-12-02,2019-09-19,2020-03-21,0.04876280061925928,0.06422531772667253
EH,EHang Holdings Ltd.,Consumer Services,2019-12-12,3.2,$12.50,$12.49,$12.00,-4.00%,2019-12-02,2019-09-19,2020-03-21,0.04876302286832897,-0.2124030893134506
XP,XP Inc.,Financials,2019-12-11,72.5,$27.00,$34.46,$41.20,52.59%,2019-12-01,2019-09-18,2020-03-20,0.04869290795981843,-0.39349970476500645
LMPX,LMP Automotive Holdings,Consumer Goods,2019-12-05,2.3,$5.00,$5.36,$9.84,96.80%,2019-11-25,2019-09-12,2020-03-14,0.03686145414540607,0.34514922734145054
PINE,Alpine Income Property Trust,Financials,2019-11-22,7.5,$19.00,$19.00,$16.06,-15.47%,2019-11-12,2019-08-30,2020-03-01,0.059236997952485,-0.02859956441725654
CAN,Canaan,Technology,2019-11-21,10.0,$9.00,$8.99,$2.06,-77.11%,2019-11-11,2019-08-29,2020-02-29,0.06079269389026595,-0.4338153190014149
SITM,SiTime,Technology,2019-11-21,4.3,$13.00,$18.65,$35.75,175.00%,2019-11-11,2019-08-29,2020-02-29,0.06079257822568792,0.21501342149613656
